,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Min,Index,,,,,s,f_x
21,1.218518792,4.110699782,2.245061697,2.556722097,0.684636579,1.006584596,0.739094796,1.098765738,1.092318491,0.951714889,1.000411744,1.068587398,6.35809257,3.265089604,1.522634192,1.108916466,1.662963341,1.139643599,0.831413016,10.43134531,3.959122598,0.970439201,0.921467954,0.700000126,9.13724311,1.907613325,1.513443406,0.779561214,0.090535003,0.342935621,0.250205808,0.091220873,0.311385553,0.13237315,0.113854626,0.082990421,0.141289476,0.140603605,0.095336102,0.14883406,1.197462452,0.22283955,0.213305951,0.095336105,0.09945133,0.067215383,0.103566558,0.133744892,1.82434855,0.228257923,0.253772359,0.075445837,0.174897166,0.1831265,5.416941225,0.581618808,0.12620031,0.132373149,0.159808,0.067215383,46,,21,0,,57,9
22,0.916323992,4.059465238,2.665157902,1.769959012,0.994238909,0.855007035,0.72057627,1.351852223,1.615363852,0.932784893,0.651303281,0.817558529,6.404251039,2.961934782,1.5102885,1.58086465,1.149245798,0.919204541,0.875445841,14.3430065,2.07277108,3.76810778,0.726269045,1.382030546,7.27242825,1.734293561,1.844993609,1.172565424,0.129629665,0.273662627,0.292729825,0.170096066,0.157064519,0.208504859,0.075445837,0.088477391,0.056927313,0.109053528,0.076131708,0.077503451,0.625720236,0.438957584,0.099451329,0.190672203,0.065157769,0.056241442,0.133744891,0.189986335,2.696021903,0.320987743,0.410151001,0.126886179,0.203017886,0.043209,2.096570919,0.460905474,0.120027467,0.063100155,0.098765459,0.043209,54,,22,0,,43,5
23,0.911659954,2.975376946,1.810768278,1.492112567,1.27777814,1.324142963,1.329218457,1.103978313,0.899588668,0.63964347,1.214403572,0.963649087,3.548010474,2.897120018,1.395473595,1.373457127,0.961454139,0.889574989,0.754183959,8.93669489,1.601851684,1.533539481,1.167078447,1.473251402,6.768861157,2.543827483,1.012757415,0.945267642,0.157064515,0.35390956,0.227023387,0.117283981,0.210562475,0.21536357,0.069272995,0.077503451,0.110425271,0.050068601,0.092592618,0.101508944,0.683196219,0.576131831,0.161865611,0.229080991,0.2050755,0.117969855,0.075445838,0.074074095,4.780796904,0.426886178,0.141289475,0.052126214,0.104252429,0.150205,5.54458159,0.299039864,0.180384134,0.11591224,0.144718833,0.050068601,38,,23,0,,31,1
24,1.218793207,2.89355261,2.260219778,1.243209754,1.364609387,1.119067466,1.199040002,0.993827432,0.752949292,1.282990693,1.134431039,0.598216793,9.568106525,3.475858018,1.320302169,1.619890702,0.971605142,0.934156644,1.080795739,9.040329849,2.009602469,1.527778104,1.463237607,1.130452854,7.053840741,2.068999013,1.667490023,1.562414704,0.072016479,0.275034367,0.259808004,0.124828563,0.102194813,0.098765459,0.155692772,0.092592618,0.120027468,0.078189322,0.155692772,0.111111142,0.862620092,0.320027462,0.089163262,0.070644739,0.179012395,0.094650231,0.085048034,0.102880686,1.491357961,0.273388221,0.122770953,0.115226368,0.107681784,0.069273,4.011042807,0.777777981,0.165980839,0.069958867,0.174211295,0.069273,54,,24,0,,51,1
25,0.940055071,3.496776301,2.36961624,1.398148204,0.746364989,1.583402288,0.963374691,0.829904208,1.016049443,0.698628402,0.92263389,0.820302006,5.046432924,2.993827863,1.606447516,1.078532464,0.967078449,1.614677954,1.267901531,12.27537844,1.735871093,1.437037176,0.956447373,1.836763152,9.155350151,2.86303173,0.877915186,1.094376117,0.063100155,0.394375965,0.184773637,0.092592616,0.096707844,0.135802507,0.11522637,0.074074094,0.120713339,0.09396436,0.113854626,0.191358077,0.926817715,0.392112542,0.102880687,0.147462317,0.091906747,0.111111141,0.112482884,0.168038454,2.363443215,0.449657136,0.160493869,0.061042542,0.12688618,0.1495195,5.520233089,0.240054936,0.138545991,0.080246934,0.074074095,0.061042542,52,,25,0,,1,0
26,1.234293839,3.277022546,2.656241696,2.113168913,1.004526979,0.874211432,1.211248606,1.089163534,0.855281435,1.089300593,1.18738019,0.923319753,5.899038923,4.237518258,0.889986469,1.872222723,1.161591485,1.58504843,0.979835617,8.227023214,5.354596156,4.518245114,1.512551743,1.170644856,8.998491314,1.690329486,0.997668261,0.959533876,0.112482884,0.253086489,0.237311322,0.111797012,0.171467813,0.062414284,0.096021973,0.128257923,0.058984928,0.063100155,0.12757205,0.086419777,0.737242845,0.369615994,0.171467809,0.149519931,0.168724326,0.122085081,0.08779152,0.139231861,2.79951944,0.370233269,0.170096068,0.120713338,0.114540497,0.0630995,3.185871101,0.334705166,0.14403296,0.141289474,0.141289477,0.058984928,37,,26,0,,2,0
27,1.130452884,3.446570477,1.952949269,1.942386993,1.048559808,1.518930385,0.904389765,0.617695582,1.12386858,1.844444849,0.974348645,0.853909704,7.141014939,3.522565721,1.67229118,1.229286928,0.584773774,0.822771095,0.845404841,10.68580449,3.163855006,3.996845765,1.508916714,1.268861785,6.658985266,2.21625534,1.665981213,0.801509092,0.220164669,0.299725732,0.211934218,0.10562417,0.12688618,0.124142695,0.102194815,0.152949287,0.085733905,0.071330609,0.090535005,0.093278489,0.99999999,0.570370457,0.131001405,0.153635155,0.118655724,0.092592618,0.087105649,0.082304549,2.127640848,0.416049442,0.172839553,0.116598112,0.107681784,0.063785,12.12331967,0.419753201,0.122770952,0.102194816,0.134430763,0.063785,54,,27,0,,3,0
28,0.903703897,4.445130578,2.495336507,1.610493881,1.431413301,1.172702489,0.89519903,0.673251162,0.986008443,0.984225236,1.320988019,1.261179876,5.779149484,3.119547829,1.667490076,1.238614712,0.980247064,0.90096041,1.057613465,9.406105023,4.280659011,2.642318842,0.879286793,1.018518788,5.042867267,2.102332282,1.04046667,1.056653194,0.13237315,0.366941115,0.16982167,0.209190725,0.103566557,0.100823073,0.056927313,0.104938299,0.091220875,0.11591224,0.051440343,0.111797012,0.8619342,0.536214099,0.198902655,0.079561066,0.085048034,0.178326523,0.063786025,0.113854627,5.01330677,0.369410199,0.290123535,0.017832653,0.083676291,0.0534975,7.439232373,0.391632477,0.096707846,0.07750345,0.085048035,0.017832653,52,,28,0,,4,0
29,1.146776714,2.928737161,1.822702354,1.588751819,0.909465277,1.400274678,1.179972646,1.442798698,1.039506407,0.909327933,0.907819127,0.7046639,4.798353737,4.712346661,2.922497469,0.875514578,1.263100431,0.905761502,1.287928867,12.40644818,2.758368027,3.761592075,0.736076898,1.168724582,6.971330634,1.526406253,0.751714886,1.008642209,0.070644738,0.274348496,0.268724332,0.097393716,0.140603607,0.078189322,0.142661219,0.118655725,0.067215382,0.073388224,0.139231863,0.118655726,0.874554299,0.338614585,0.234567962,0.082990419,0.072702352,0.113168755,0.148148188,0.120027468,1.986351468,0.483539224,0.148834059,0.139231861,0.089163262,0.1536345,1.570713482,0.540466538,0.109053528,0.151577544,0.062414284,0.062414284,59,,29,112,,5,0
30,0.841975482,2.739917028,2.050343132,1.819753378,1.254458522,1.067215665,1.16186588,0.62798366,0.639231998,0.989437805,0.805898717,1.037585854,5.259327096,6.623801346,1.397531195,1.086831542,1.377229447,1.038409042,1.003978164,10.40562506,3.022291108,2.271742579,1.263374815,1.154458353,7.870987916,2.301166208,0.962963215,1.314540764,0.125514437,0.517832788,0.31179702,0.15569277,0.290123545,0.111797013,0.122770952,0.109739398,0.113854627,0.085733906,0.117283983,0.098765459,1.054938447,0.321193401,0.156378642,0.11659811,0.061728411,0.126886179,0.089849133,0.16049387,3.471193862,0.279012393,0.191358076,0.076131708,0.164609098,0.0994505,5.664335056,0.366941115,0.143347089,0.091220875,0.109053527,0.061728411,45,,30,0,,6,0
31,0.578600931,3.223662236,2.239369336,1.282373148,0.738683337,1.089849389,0.768861658,0.721262143,1.017147057,0.708505003,1.092455554,1.521399483,3.64691354,4.236420782,2.55761394,1.16769575,0.766118189,1.005349886,1.016598255,11.04087927,1.603840834,2.029630041,1.067969978,0.856378759,6.084705317,2.967832813,0.972976874,1.337174529,0.083676291,0.283264823,0.298216796,0.110425269,0.187928721,0.105624172,0.072702352,0.125514437,0.070644738,0.076131708,0.102880687,0.113854626,0.834979435,0.175308634,0.262002808,0.18861459,0.085048035,0.13168728,0.117283982,0.039094662,2.423594209,0.17270235,0.249657131,0.063786026,0.152949287,0.0411515,9.101852157,0.445130434,0.085733907,0.104938298,0.111797013,0.039094662,48,,31,1,,7,0
32,1.038409062,3.290946615,2.771536391,1.529217941,1.289849434,1.453223816,1.347736998,0.866666847,0.517146915,1.003155232,1.289849412,1.186008451,5.960904395,6.434020808,1.51755866,1.101920705,1.139232116,0.483539227,1.199588812,9.398971307,1.993210022,1.80967117,1.691289863,0.890397929,10.20857388,2.329835772,0.724417094,0.882030427,0.190672205,0.309327929,0.263923232,0.122085079,0.113168755,0.117969854,0.091906747,0.091220875,0.082990419,0.115226369,0.078875193,0.062414284,1.560699823,0.611728533,0.135802508,0.085733908,0.107681785,0.058299055,0.141975348,0.098079588,3.250548758,0.361454141,0.253772359,0.065157768,0.105624171,0.069273,5.854321235,0.310013799,0.139231862,0.100823073,0.095336103,0.058299055,46,,32,37,,8,0
33,0.80740752,2.56172733,1.916049705,1.350343144,1.018655873,1.517558642,1.444170415,0.695199037,0.994513305,1.24526777,1.127846457,0.713168755,7.447873395,3.047531486,0.829904207,0.885048162,1.022359619,1.208916578,1.21536384,11.22777929,2.100274685,2.664198112,1.141289723,1.490123774,5.95658437,2.026886544,1.28738031,0.823456958,0.037037047,0.300411604,0.228120725,0.073388222,0.155006906,0.106310043,0.134430763,0.084362162,0.133059022,0.023319622,0.0500686,0.101508944,0.868107041,0.144238626,0.164609099,0.221536411,0.144032961,0.050068601,0.087105647,0.087791519,2.427640678,0.492043943,0.202332016,0.124142695,0.106310042,0.113167,7.967215154,0.435528236,0.102880686,0.04389576,0.047325116,0.023319622,38,,33,29,,9,0
34,0.897256655,3.964746296,2.62729805,1.555349923,0.90164629,1.13786039,0.974623025,0.969273134,1.073114099,0.761317093,1.211248615,1.118518655,5.508916348,4.532854047,2.164335263,1.379561329,1.31124846,0.906721773,1.275446119,8.726133167,5.526201284,3.528395873,1.801166323,0.825788695,8.363854554,1.254321178,1.484225337,0.807681932,0.145404704,0.431413012,0.171879284,0.114540496,0.13786012,0.063786027,0.069958866,0.139231863,0.102880686,0.047325116,0.08299042,0.058299057,0.672908007,0.220096064,0.126886179,0.176268908,0.1049383,0.146776446,0.096707845,0.091220876,1.365911844,0.366941113,0.283950694,0.082990421,0.197530916,0.0514395,7.515432138,0.52743498,0.155006901,0.185185233,0.084362164,0.047325116,38,,34,88,,10,0
35,0.92331976,3.823251271,2.925994936,1.926817737,1.25583026,0.94581646,1.29561077,0.848010995,1.012757426,0.919478933,1.024691636,0.732510493,5.470095646,1.65411538,1.951440771,1.114129165,0.758985073,0.91604958,1.015500902,8.066735678,3.404390267,2.521125295,1.039026337,0.914677842,6.269890091,1.861385381,1.067764172,1.037174386,0.080246935,0.377915054,0.206858717,0.068587125,0.131001409,0.155692773,0.162551485,0.079561065,0.118655726,0.058299056,0.12620031,0.152263415,0.837311438,0.279766863,0.17695478,0.115226368,0.092592617,0.07201648,0.152263416,0.146090575,4.042455979,0.465020701,0.312071415,0.088477391,0.100823072,0.0514395,5.419136208,0.45953373,0.122770952,0.082304549,0.111797012,0.0514395,54,,35,91,,11,0
36,1.182853506,3.842866972,2.955830568,1.202400485,0.686968599,1.153361028,0.959945326,1.23251064,0.963374688,0.901646284,1.268587412,0.728532325,5.505212044,3.569136374,1.112620217,1.588957881,1.202057885,0.623456965,1.154321306,10.25919121,2.940603963,2.381824972,1.202057889,1.042249869,7.49314149,3.113649215,1.21742144,1.191495427,0.117283982,0.193415691,0.325514441,0.126886179,0.218792931,0.189300463,0.093278488,0.099451331,0.103566558,0.159808,0.090535005,0.176268909,0.839094649,0.425034359,0.183813491,0.12551444,0.068587125,0.129629665,0.063786025,0.126886179,2.389712359,0.3551441,0.283950693,0.096021974,0.092592617,0.0946495,7.711522857,0.519890407,0.083676291,0.12757205,0.181755878,0.063786025,47,,36,122,,12,0
