,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
26,50.0,50.0,48.0,49.0,46.0,38.0,37.0,38.0,28.0,50.0,50.0,46.0,40.0,34.0,33.0,50.0,49.0,43.0,35.0,29.0,49.0,47.0,39.0,30.0,46.0,43.0,33.0,35.0,47.0,44.0,36.0,37.0,43.0,29.0,41.0,40.0,39.0,35.0
27,50.0,50.0,50.0,49.0,44.0,34.0,35.0,35.0,31.0,50.0,50.0,47.0,42.0,40.0,31.0,50.0,50.0,43.0,44.0,28.0,49.0,46.0,36.0,36.0,48.0,43.0,39.0,28.0,45.0,40.0,42.0,40.0,40.0,41.0,40.0,33.0,39.0,30.0
28,50.0,50.0,48.0,49.0,46.0,43.0,35.0,33.0,28.0,50.0,50.0,47.0,43.0,35.0,32.0,50.0,47.0,44.0,42.0,28.0,50.0,44.0,41.0,33.0,50.0,45.0,35.0,32.0,46.0,42.0,39.0,33.0,40.0,30.0,40.0,37.0,35.0,33.0
29,50.0,50.0,49.0,48.0,48.0,37.0,46.0,31.0,31.0,50.0,50.0,45.0,40.0,36.0,34.0,50.0,50.0,40.0,43.0,28.0,49.0,45.0,39.0,27.0,45.0,39.0,32.0,32.0,45.0,35.0,41.0,33.0,37.0,32.0,46.0,38.0,36.0,34.0
30,50.0,50.0,49.0,48.0,47.0,46.0,41.0,31.0,25.0,50.0,50.0,48.0,45.0,38.0,36.0,50.0,49.0,39.0,34.0,31.0,50.0,41.0,38.0,29.0,49.0,42.0,35.0,34.0,49.0,43.0,41.0,40.0,41.0,26.0,41.0,33.0,38.0,33.0
31,50.0,50.0,50.0,49.0,49.0,37.0,31.0,33.0,29.0,50.0,50.0,47.0,40.0,36.0,34.0,50.0,48.0,43.0,34.0,33.0,50.0,49.0,36.0,27.0,45.0,42.0,33.0,29.0,45.0,37.0,42.0,39.0,36.0,28.0,42.0,44.0,33.0,39.0
32,50.0,50.0,50.0,46.0,47.0,46.0,40.0,42.0,28.0,50.0,50.0,50.0,41.0,39.0,31.0,50.0,49.0,42.0,42.0,22.0,49.0,42.0,36.0,27.0,49.0,41.0,38.0,29.0,47.0,45.0,40.0,36.0,42.0,36.0,43.0,32.0,34.0,30.0
33,50.0,50.0,49.0,49.0,49.0,41.0,40.0,35.0,26.0,50.0,50.0,46.0,42.0,39.0,32.0,50.0,48.0,43.0,39.0,31.0,47.0,43.0,42.0,34.0,46.0,37.0,32.0,31.0,48.0,42.0,40.0,39.0,40.0,31.0,40.0,29.0,31.0,32.0
34,50.0,50.0,47.0,45.0,49.0,39.0,41.0,38.0,30.0,50.0,50.0,45.0,43.0,35.0,28.0,50.0,48.0,45.0,34.0,31.0,49.0,43.0,39.0,30.0,46.0,39.0,30.0,31.0,49.0,43.0,42.0,35.0,41.0,31.0,35.0,34.0,40.0,35.0
35,50.0,50.0,48.0,47.0,48.0,40.0,44.0,35.0,33.0,50.0,50.0,47.0,43.0,34.0,33.0,50.0,49.0,43.0,32.0,28.0,49.0,44.0,40.0,38.0,45.0,42.0,34.0,30.0,48.0,37.0,43.0,34.0,37.0,32.0,36.0,37.0,32.0,28.0
36,50.0,50.0,48.0,49.0,45.0,41.0,41.0,28.0,31.0,50.0,50.0,45.0,44.0,39.0,32.0,50.0,47.0,39.0,41.0,33.0,49.0,43.0,36.0,36.0,50.0,44.0,33.0,29.0,47.0,35.0,40.0,37.0,38.0,22.0,40.0,36.0,41.0,34.0
37,50.0,50.0,50.0,48.0,48.0,46.0,38.0,38.0,24.0,50.0,50.0,48.0,45.0,40.0,33.0,50.0,49.0,44.0,39.0,31.0,50.0,45.0,37.0,27.0,47.0,44.0,39.0,35.0,42.0,39.0,43.0,39.0,43.0,34.0,40.0,40.0,30.0,38.0
38,50.0,50.0,48.0,49.0,46.0,41.0,39.0,38.0,31.0,50.0,50.0,44.0,45.0,33.0,27.0,50.0,49.0,48.0,33.0,32.0,45.0,40.0,40.0,33.0,50.0,42.0,33.0,27.0,43.0,41.0,39.0,35.0,37.0,38.0,39.0,39.0,35.0,28.0
39,50.0,50.0,50.0,49.0,47.0,39.0,43.0,37.0,32.0,50.0,50.0,47.0,45.0,34.0,37.0,50.0,49.0,48.0,38.0,31.0,50.0,46.0,37.0,26.0,49.0,33.0,34.0,28.0,46.0,40.0,41.0,38.0,43.0,35.0,35.0,40.0,34.0,37.0
40,50.0,50.0,50.0,46.0,44.0,41.0,39.0,41.0,26.0,50.0,50.0,46.0,46.0,40.0,33.0,50.0,48.0,43.0,38.0,29.0,48.0,46.0,36.0,34.0,50.0,42.0,37.0,33.0,41.0,33.0,42.0,40.0,46.0,31.0,42.0,41.0,37.0,37.0
41,50.0,50.0,49.0,48.0,49.0,42.0,36.0,37.0,37.0,50.0,50.0,46.0,43.0,35.0,35.0,50.0,50.0,40.0,34.0,24.0,47.0,48.0,36.0,36.0,46.0,44.0,29.0,36.0,45.0,38.0,40.0,33.0,44.0,36.0,36.0,37.0,36.0,36.0
42,50.0,50.0,50.0,49.0,48.0,39.0,38.0,32.0,29.0,50.0,50.0,47.0,46.0,44.0,37.0,50.0,50.0,45.0,40.0,27.0,49.0,47.0,34.0,32.0,48.0,41.0,32.0,31.0,43.0,36.0,41.0,36.0,39.0,31.0,39.0,37.0,34.0,33.0
43,50.0,50.0,49.0,47.0,43.0,41.0,43.0,33.0,30.0,50.0,50.0,48.0,44.0,35.0,34.0,50.0,45.0,41.0,37.0,28.0,50.0,46.0,39.0,32.0,45.0,41.0,34.0,31.0,42.0,38.0,43.0,35.0,42.0,39.0,40.0,41.0,37.0,39.0
44,50.0,50.0,50.0,47.0,44.0,42.0,40.0,34.0,36.0,50.0,50.0,45.0,45.0,42.0,32.0,50.0,50.0,44.0,34.0,30.0,50.0,40.0,37.0,32.0,49.0,42.0,27.0,30.0,45.0,39.0,39.0,34.0,38.0,30.0,44.0,43.0,36.0,30.0
45,50.0,50.0,50.0,49.0,43.0,40.0,39.0,39.0,28.0,50.0,50.0,46.0,42.0,38.0,27.0,50.0,49.0,37.0,35.0,32.0,49.0,44.0,35.0,28.0,47.0,45.0,28.0,36.0,46.0,41.0,44.0,38.0,43.0,25.0,38.0,37.0,40.0,38.0
46,50.0,50.0,49.0,46.0,46.0,35.0,41.0,37.0,31.0,50.0,50.0,47.0,46.0,39.0,33.0,50.0,46.0,44.0,43.0,40.0,49.0,46.0,38.0,31.0,48.0,40.0,39.0,32.0,45.0,35.0,44.0,36.0,40.0,36.0,39.0,33.0,39.0,33.0
47,50.0,50.0,50.0,50.0,45.0,42.0,41.0,39.0,31.0,50.0,50.0,42.0,48.0,39.0,37.0,50.0,47.0,48.0,35.0,32.0,48.0,45.0,32.0,29.0,50.0,41.0,27.0,27.0,47.0,36.0,41.0,31.0,40.0,29.0,42.0,36.0,36.0,31.0
48,50.0,50.0,47.0,48.0,47.0,43.0,39.0,38.0,28.0,50.0,50.0,48.0,42.0,40.0,29.0,50.0,46.0,48.0,39.0,34.0,47.0,44.0,42.0,32.0,49.0,42.0,36.0,25.0,48.0,37.0,37.0,39.0,42.0,27.0,44.0,35.0,34.0,37.0
49,50.0,50.0,48.0,47.0,45.0,41.0,39.0,34.0,29.0,50.0,50.0,46.0,41.0,40.0,32.0,50.0,46.0,44.0,40.0,34.0,50.0,44.0,35.0,32.0,45.0,38.0,31.0,25.0,42.0,38.0,41.0,37.0,43.0,29.0,41.0,30.0,34.0,31.0
50,50.0,50.0,49.0,46.0,44.0,45.0,42.0,39.0,32.0,50.0,50.0,47.0,43.0,38.0,34.0,50.0,46.0,40.0,33.0,26.0,49.0,46.0,33.0,26.0,49.0,41.0,29.0,32.0,45.0,38.0,41.0,31.0,38.0,30.0,35.0,40.0,40.0,36.0
51,50.0,50.0,50.0,49.0,46.0,43.0,43.0,43.0,33.0,50.0,50.0,47.0,42.0,38.0,38.0,50.0,50.0,41.0,40.0,29.0,50.0,41.0,40.0,25.0,46.0,43.0,33.0,24.0,47.0,42.0,43.0,42.0,41.0,26.0,37.0,39.0,35.0,37.0
52,50.0,50.0,48.0,49.0,46.0,44.0,43.0,39.0,26.0,50.0,50.0,45.0,45.0,36.0,35.0,50.0,47.0,40.0,34.0,26.0,49.0,49.0,40.0,34.0,46.0,41.0,27.0,29.0,45.0,43.0,37.0,41.0,36.0,28.0,41.0,40.0,35.0,34.0
53,50.0,50.0,48.0,48.0,44.0,42.0,40.0,42.0,33.0,50.0,50.0,48.0,46.0,38.0,32.0,50.0,50.0,43.0,30.0,25.0,50.0,47.0,37.0,26.0,46.0,42.0,30.0,29.0,44.0,41.0,42.0,36.0,47.0,30.0,36.0,38.0,36.0,37.0
54,50.0,50.0,50.0,48.0,50.0,44.0,38.0,40.0,29.0,50.0,50.0,44.0,43.0,40.0,41.0,50.0,47.0,42.0,37.0,33.0,50.0,44.0,36.0,31.0,46.0,42.0,37.0,35.0,42.0,43.0,44.0,39.0,37.0,28.0,43.0,32.0,41.0,35.0
55,50.0,50.0,50.0,49.0,45.0,37.0,43.0,41.0,30.0,50.0,50.0,48.0,43.0,38.0,26.0,50.0,50.0,42.0,35.0,27.0,49.0,43.0,41.0,39.0,49.0,38.0,26.0,34.0,46.0,39.0,35.0,38.0,38.0,23.0,40.0,40.0,31.0,31.0
56,50.0,50.0,50.0,47.0,41.0,43.0,42.0,39.0,33.0,50.0,50.0,46.0,41.0,38.0,28.0,50.0,47.0,40.0,37.0,36.0,48.0,45.0,39.0,36.0,49.0,40.0,34.0,28.0,40.0,43.0,48.0,40.0,38.0,31.0,40.0,36.0,32.0,40.0
57,50.0,50.0,50.0,46.0,42.0,45.0,41.0,33.0,40.0,50.0,50.0,44.0,46.0,39.0,35.0,50.0,48.0,41.0,42.0,33.0,48.0,39.0,36.0,25.0,48.0,42.0,32.0,35.0,46.0,37.0,45.0,39.0,38.0,33.0,43.0,37.0,37.0,31.0
58,50.0,50.0,48.0,47.0,43.0,44.0,35.0,33.0,32.0,50.0,50.0,44.0,46.0,40.0,31.0,50.0,48.0,44.0,42.0,29.0,49.0,42.0,38.0,31.0,48.0,39.0,39.0,28.0,44.0,39.0,41.0,37.0,37.0,28.0,44.0,36.0,38.0,36.0
59,50.0,50.0,49.0,48.0,48.0,43.0,43.0,38.0,31.0,50.0,50.0,48.0,42.0,36.0,38.0,50.0,46.0,41.0,38.0,32.0,50.0,46.0,40.0,40.0,47.0,39.0,38.0,29.0,43.0,42.0,36.0,31.0,41.0,32.0,35.0,37.0,37.0,40.0
60,50.0,50.0,49.0,47.0,49.0,42.0,44.0,34.0,34.0,50.0,50.0,41.0,41.0,35.0,31.0,50.0,50.0,44.0,39.0,34.0,49.0,45.0,39.0,33.0,44.0,43.0,38.0,31.0,42.0,38.0,37.0,36.0,40.0,34.0,35.0,43.0,29.0,31.0
61,50.0,50.0,50.0,47.0,44.0,42.0,39.0,34.0,26.0,50.0,50.0,49.0,43.0,35.0,42.0,50.0,50.0,43.0,35.0,30.0,50.0,45.0,40.0,31.0,48.0,44.0,28.0,31.0,44.0,41.0,43.0,38.0,39.0,32.0,35.0,37.0,39.0,36.0
62,50.0,50.0,48.0,47.0,46.0,46.0,42.0,31.0,30.0,50.0,50.0,48.0,43.0,38.0,30.0,50.0,49.0,42.0,39.0,26.0,49.0,45.0,39.0,39.0,50.0,44.0,25.0,32.0,46.0,39.0,42.0,42.0,41.0,28.0,36.0,40.0,29.0,37.0
63,50.0,50.0,50.0,48.0,47.0,40.0,45.0,29.0,37.0,50.0,50.0,45.0,44.0,37.0,35.0,50.0,48.0,43.0,42.0,40.0,47.0,47.0,40.0,33.0,46.0,42.0,33.0,26.0,46.0,39.0,38.0,43.0,41.0,32.0,38.0,38.0,36.0,34.0
64,50.0,50.0,49.0,49.0,46.0,44.0,40.0,36.0,33.0,50.0,50.0,46.0,43.0,38.0,33.0,50.0,48.0,41.0,36.0,32.0,50.0,44.0,30.0,33.0,47.0,42.0,30.0,29.0,46.0,38.0,42.0,30.0,39.0,35.0,39.0,33.0,34.0,41.0
65,50.0,50.0,47.0,48.0,47.0,42.0,41.0,36.0,34.0,50.0,50.0,45.0,46.0,38.0,30.0,50.0,49.0,43.0,38.0,31.0,50.0,46.0,41.0,34.0,46.0,43.0,33.0,30.0,45.0,40.0,39.0,38.0,36.0,28.0,37.0,40.0,36.0,29.0
66,50.0,50.0,49.0,47.0,44.0,40.0,40.0,38.0,27.0,50.0,50.0,49.0,45.0,34.0,34.0,50.0,48.0,43.0,33.0,30.0,48.0,45.0,33.0,32.0,48.0,37.0,39.0,30.0,45.0,40.0,41.0,41.0,41.0,34.0,38.0,34.0,39.0,33.0
67,50.0,50.0,49.0,49.0,47.0,36.0,37.0,36.0,28.0,50.0,50.0,45.0,41.0,35.0,33.0,50.0,49.0,37.0,37.0,29.0,50.0,43.0,38.0,29.0,46.0,42.0,31.0,30.0,44.0,38.0,42.0,39.0,41.0,29.0,42.0,37.0,45.0,31.0
68,50.0,50.0,47.0,48.0,47.0,36.0,39.0,37.0,34.0,50.0,50.0,46.0,46.0,41.0,29.0,50.0,49.0,41.0,37.0,33.0,49.0,42.0,41.0,40.0,47.0,43.0,33.0,29.0,46.0,33.0,44.0,36.0,38.0,29.0,42.0,37.0,37.0,33.0
69,50.0,50.0,50.0,47.0,45.0,37.0,40.0,37.0,28.0,50.0,50.0,45.0,45.0,39.0,33.0,50.0,49.0,47.0,37.0,29.0,49.0,40.0,30.0,25.0,46.0,41.0,45.0,30.0,44.0,41.0,38.0,43.0,41.0,28.0,38.0,40.0,29.0,27.0
70,50.0,50.0,50.0,49.0,45.0,43.0,39.0,31.0,34.0,50.0,50.0,46.0,42.0,40.0,31.0,50.0,50.0,45.0,36.0,29.0,49.0,46.0,35.0,38.0,47.0,43.0,35.0,29.0,46.0,39.0,40.0,35.0,41.0,32.0,44.0,37.0,29.0,32.0
71,50.0,50.0,49.0,48.0,47.0,43.0,39.0,33.0,30.0,50.0,50.0,46.0,44.0,41.0,32.0,50.0,48.0,42.0,32.0,26.0,50.0,44.0,40.0,35.0,48.0,37.0,38.0,30.0,47.0,40.0,40.0,37.0,41.0,26.0,42.0,36.0,32.0,29.0
72,50.0,50.0,47.0,50.0,45.0,42.0,43.0,35.0,23.0,50.0,50.0,46.0,42.0,37.0,34.0,50.0,46.0,45.0,37.0,33.0,50.0,48.0,40.0,26.0,47.0,39.0,39.0,31.0,47.0,43.0,38.0,37.0,40.0,35.0,37.0,44.0,31.0,37.0
73,50.0,50.0,50.0,48.0,49.0,41.0,38.0,38.0,28.0,50.0,50.0,46.0,43.0,37.0,33.0,50.0,48.0,46.0,39.0,37.0,47.0,43.0,39.0,29.0,47.0,41.0,35.0,37.0,42.0,36.0,39.0,36.0,34.0,24.0,43.0,37.0,31.0,34.0
74,50.0,50.0,50.0,46.0,43.0,39.0,41.0,33.0,27.0,50.0,50.0,45.0,44.0,39.0,37.0,50.0,47.0,43.0,33.0,30.0,48.0,43.0,41.0,25.0,47.0,42.0,35.0,35.0,45.0,38.0,41.0,38.0,39.0,33.0,40.0,42.0,35.0,38.0
75,50.0,50.0,49.0,49.0,42.0,41.0,42.0,32.0,27.0,50.0,50.0,44.0,37.0,40.0,31.0,50.0,48.0,45.0,36.0,31.0,49.0,40.0,39.0,36.0,48.0,40.0,33.0,31.0,46.0,35.0,35.0,37.0,39.0,32.0,38.0,41.0,37.0,33.0
76,50.0,50.0,50.0,49.0,43.0,42.0,39.0,37.0,33.0,50.0,50.0,46.0,42.0,39.0,34.0,50.0,47.0,44.0,34.0,32.0,50.0,45.0,41.0,28.0,44.0,43.0,37.0,35.0,42.0,34.0,43.0,39.0,45.0,36.0,38.0,37.0,35.0,35.0
77,50.0,50.0,50.0,46.0,44.0,41.0,37.0,36.0,31.0,50.0,50.0,44.0,44.0,38.0,34.0,50.0,49.0,41.0,39.0,28.0,49.0,41.0,36.0,29.0,43.0,38.0,37.0,28.0,44.0,36.0,36.0,34.0,37.0,27.0,41.0,32.0,39.0,39.0
78,50.0,50.0,48.0,48.0,43.0,41.0,41.0,36.0,30.0,50.0,50.0,46.0,43.0,37.0,33.0,50.0,50.0,46.0,34.0,28.0,50.0,45.0,39.0,27.0,44.0,40.0,32.0,32.0,44.0,39.0,41.0,37.0,41.0,26.0,40.0,39.0,33.0,38.0
79,50.0,50.0,49.0,46.0,49.0,42.0,39.0,32.0,31.0,50.0,50.0,46.0,46.0,36.0,38.0,50.0,50.0,44.0,42.0,32.0,50.0,45.0,42.0,34.0,47.0,41.0,37.0,33.0,43.0,40.0,43.0,39.0,37.0,26.0,33.0,35.0,36.0,34.0
80,50.0,50.0,50.0,49.0,43.0,39.0,38.0,29.0,28.0,50.0,50.0,44.0,43.0,37.0,29.0,50.0,48.0,45.0,30.0,33.0,49.0,45.0,37.0,30.0,49.0,36.0,40.0,26.0,48.0,37.0,42.0,35.0,39.0,35.0,42.0,40.0,40.0,29.0
81,50.0,50.0,49.0,49.0,42.0,34.0,44.0,32.0,24.0,50.0,50.0,47.0,43.0,42.0,37.0,50.0,48.0,42.0,37.0,28.0,50.0,45.0,41.0,26.0,42.0,41.0,37.0,27.0,45.0,41.0,43.0,40.0,39.0,31.0,39.0,38.0,34.0,32.0
82,50.0,50.0,49.0,47.0,44.0,42.0,40.0,33.0,29.0,50.0,50.0,45.0,39.0,34.0,34.0,50.0,47.0,43.0,41.0,31.0,49.0,41.0,40.0,23.0,48.0,46.0,38.0,28.0,43.0,39.0,40.0,35.0,39.0,32.0,37.0,37.0,34.0,36.0
83,50.0,50.0,50.0,49.0,46.0,40.0,40.0,37.0,28.0,50.0,50.0,48.0,43.0,34.0,31.0,50.0,45.0,42.0,34.0,29.0,49.0,46.0,43.0,29.0,49.0,41.0,36.0,25.0,46.0,37.0,43.0,33.0,39.0,29.0,38.0,34.0,37.0,39.0
84,50.0,50.0,49.0,48.0,48.0,43.0,41.0,36.0,26.0,50.0,50.0,46.0,43.0,39.0,34.0,50.0,46.0,46.0,39.0,33.0,49.0,39.0,40.0,35.0,46.0,41.0,33.0,27.0,41.0,38.0,42.0,37.0,39.0,29.0,38.0,42.0,31.0,37.0
85,50.0,50.0,47.0,44.0,46.0,42.0,43.0,38.0,26.0,50.0,50.0,49.0,40.0,39.0,32.0,50.0,44.0,43.0,39.0,21.0,47.0,42.0,36.0,32.0,49.0,44.0,33.0,36.0,47.0,38.0,42.0,42.0,34.0,27.0,41.0,37.0,35.0,33.0
86,50.0,50.0,50.0,50.0,45.0,41.0,43.0,37.0,36.0,50.0,50.0,46.0,44.0,38.0,32.0,50.0,46.0,44.0,36.0,31.0,48.0,45.0,33.0,31.0,49.0,41.0,34.0,32.0,46.0,40.0,41.0,41.0,41.0,32.0,41.0,33.0,31.0,38.0
87,50.0,50.0,49.0,48.0,49.0,41.0,41.0,37.0,25.0,50.0,50.0,48.0,44.0,38.0,32.0,50.0,46.0,41.0,32.0,26.0,49.0,41.0,40.0,33.0,48.0,39.0,31.0,28.0,44.0,35.0,43.0,35.0,37.0,31.0,42.0,38.0,31.0,35.0
88,50.0,50.0,49.0,48.0,44.0,39.0,41.0,36.0,29.0,50.0,50.0,47.0,45.0,39.0,33.0,50.0,46.0,44.0,40.0,32.0,50.0,44.0,41.0,29.0,47.0,42.0,33.0,30.0,46.0,41.0,43.0,35.0,40.0,30.0,40.0,39.0,43.0,37.0
