,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
252,50.0,50.0,48.0,49.0,45.0,40.0,44.0,38.0,29.0,50.0,50.0,47.0,46.0,42.0,29.0,50.0,50.0,43.0,42.0,28.0,47.0,43.0,36.0,29.0,46.0,38.0,32.0,35.0,47.0,37.0,44.0,33.0,38.0,35.0,34.0,37.0,36.0,35.0
253,50.0,50.0,49.0,48.0,46.0,41.0,42.0,41.0,28.0,50.0,50.0,47.0,43.0,36.0,35.0,50.0,49.0,41.0,33.0,35.0,49.0,42.0,42.0,29.0,47.0,43.0,34.0,31.0,44.0,41.0,36.0,29.0,37.0,25.0,37.0,35.0,33.0,32.0
254,50.0,50.0,50.0,49.0,46.0,36.0,42.0,35.0,27.0,50.0,50.0,44.0,47.0,36.0,34.0,50.0,49.0,44.0,33.0,29.0,50.0,50.0,39.0,32.0,46.0,45.0,30.0,30.0,47.0,39.0,38.0,35.0,42.0,32.0,41.0,31.0,33.0,37.0
255,50.0,50.0,50.0,47.0,45.0,42.0,37.0,31.0,26.0,50.0,50.0,45.0,43.0,37.0,30.0,50.0,48.0,47.0,37.0,30.0,50.0,41.0,36.0,28.0,50.0,41.0,38.0,29.0,42.0,38.0,46.0,33.0,41.0,22.0,42.0,33.0,36.0,31.0
256,50.0,50.0,50.0,49.0,47.0,41.0,40.0,36.0,29.0,50.0,50.0,48.0,45.0,40.0,34.0,50.0,49.0,43.0,36.0,27.0,50.0,42.0,35.0,23.0,49.0,42.0,35.0,31.0,46.0,35.0,42.0,35.0,37.0,31.0,43.0,34.0,38.0,30.0
257,50.0,50.0,50.0,50.0,46.0,38.0,40.0,37.0,29.0,50.0,50.0,46.0,43.0,40.0,34.0,50.0,47.0,38.0,36.0,30.0,50.0,45.0,34.0,28.0,44.0,45.0,34.0,33.0,47.0,39.0,41.0,34.0,40.0,35.0,38.0,39.0,33.0,28.0
258,50.0,50.0,50.0,49.0,43.0,41.0,35.0,38.0,29.0,50.0,50.0,48.0,42.0,36.0,36.0,50.0,49.0,44.0,37.0,33.0,46.0,44.0,35.0,28.0,48.0,40.0,34.0,30.0,46.0,38.0,41.0,36.0,40.0,32.0,37.0,34.0,37.0,34.0
259,50.0,50.0,50.0,49.0,45.0,33.0,39.0,30.0,33.0,50.0,50.0,47.0,43.0,39.0,24.0,50.0,47.0,38.0,35.0,26.0,49.0,48.0,35.0,31.0,47.0,45.0,38.0,28.0,45.0,35.0,39.0,34.0,40.0,34.0,36.0,37.0,31.0,30.0
260,50.0,50.0,48.0,49.0,44.0,45.0,38.0,38.0,34.0,50.0,50.0,46.0,46.0,36.0,35.0,50.0,49.0,39.0,36.0,31.0,45.0,43.0,34.0,24.0,47.0,40.0,37.0,34.0,44.0,46.0,40.0,40.0,35.0,24.0,36.0,36.0,39.0,34.0
261,50.0,50.0,50.0,48.0,48.0,41.0,39.0,38.0,32.0,50.0,50.0,43.0,42.0,36.0,34.0,50.0,48.0,43.0,32.0,29.0,50.0,39.0,44.0,29.0,48.0,36.0,37.0,29.0,46.0,43.0,37.0,36.0,36.0,29.0,39.0,32.0,34.0,36.0
262,50.0,50.0,47.0,50.0,44.0,40.0,37.0,35.0,34.0,50.0,50.0,45.0,43.0,39.0,36.0,50.0,48.0,42.0,39.0,26.0,50.0,43.0,42.0,34.0,47.0,34.0,37.0,27.0,45.0,38.0,38.0,37.0,42.0,30.0,38.0,42.0,33.0,38.0
263,50.0,50.0,50.0,45.0,48.0,35.0,43.0,34.0,25.0,50.0,50.0,45.0,44.0,37.0,31.0,50.0,48.0,46.0,36.0,33.0,46.0,47.0,38.0,25.0,47.0,40.0,33.0,31.0,45.0,34.0,41.0,39.0,36.0,27.0,40.0,35.0,37.0,35.0
264,50.0,50.0,49.0,49.0,44.0,43.0,40.0,34.0,27.0,50.0,50.0,46.0,42.0,41.0,36.0,50.0,49.0,41.0,36.0,29.0,50.0,48.0,39.0,27.0,47.0,41.0,34.0,31.0,47.0,36.0,41.0,44.0,42.0,28.0,39.0,32.0,37.0,37.0
265,50.0,50.0,50.0,47.0,43.0,42.0,39.0,35.0,33.0,50.0,50.0,46.0,39.0,37.0,38.0,50.0,48.0,42.0,41.0,35.0,50.0,44.0,40.0,33.0,44.0,36.0,36.0,27.0,45.0,38.0,39.0,38.0,41.0,33.0,44.0,32.0,39.0,33.0
266,50.0,50.0,48.0,49.0,45.0,43.0,40.0,39.0,27.0,50.0,50.0,47.0,43.0,36.0,35.0,50.0,47.0,39.0,37.0,21.0,48.0,46.0,41.0,29.0,48.0,41.0,36.0,28.0,48.0,41.0,43.0,36.0,41.0,33.0,41.0,41.0,29.0,36.0
267,50.0,50.0,49.0,48.0,47.0,39.0,37.0,39.0,24.0,50.0,50.0,47.0,42.0,30.0,35.0,50.0,46.0,43.0,40.0,27.0,49.0,47.0,37.0,29.0,47.0,42.0,29.0,33.0,43.0,42.0,45.0,40.0,41.0,26.0,41.0,41.0,35.0,35.0
268,50.0,50.0,50.0,47.0,45.0,38.0,48.0,36.0,32.0,50.0,50.0,47.0,45.0,37.0,37.0,50.0,49.0,39.0,38.0,25.0,49.0,45.0,37.0,29.0,46.0,40.0,34.0,24.0,49.0,40.0,40.0,31.0,42.0,30.0,34.0,38.0,35.0,32.0
269,50.0,50.0,50.0,48.0,43.0,45.0,39.0,36.0,25.0,50.0,50.0,44.0,43.0,35.0,33.0,50.0,49.0,42.0,40.0,32.0,48.0,48.0,35.0,26.0,46.0,40.0,28.0,31.0,44.0,40.0,40.0,38.0,41.0,27.0,38.0,35.0,34.0,38.0
270,50.0,50.0,50.0,48.0,44.0,41.0,42.0,40.0,36.0,50.0,50.0,45.0,41.0,36.0,30.0,50.0,45.0,44.0,36.0,27.0,49.0,43.0,40.0,33.0,48.0,45.0,38.0,33.0,45.0,33.0,38.0,38.0,47.0,32.0,38.0,32.0,31.0,29.0
271,50.0,50.0,47.0,49.0,48.0,35.0,36.0,38.0,29.0,50.0,50.0,45.0,42.0,34.0,32.0,50.0,48.0,45.0,37.0,28.0,49.0,42.0,37.0,33.0,49.0,39.0,38.0,34.0,46.0,37.0,43.0,40.0,36.0,34.0,40.0,36.0,34.0,38.0
272,50.0,50.0,49.0,49.0,44.0,39.0,42.0,33.0,32.0,50.0,50.0,49.0,45.0,37.0,37.0,50.0,45.0,44.0,36.0,30.0,49.0,43.0,41.0,32.0,47.0,41.0,37.0,34.0,46.0,38.0,43.0,36.0,40.0,39.0,39.0,33.0,33.0,31.0
273,50.0,50.0,49.0,48.0,45.0,41.0,40.0,38.0,32.0,50.0,50.0,45.0,40.0,33.0,37.0,50.0,47.0,42.0,36.0,37.0,48.0,44.0,44.0,29.0,48.0,44.0,37.0,35.0,46.0,40.0,43.0,34.0,41.0,26.0,36.0,37.0,35.0,30.0
274,50.0,50.0,49.0,50.0,47.0,37.0,39.0,38.0,22.0,50.0,50.0,47.0,44.0,35.0,33.0,50.0,49.0,42.0,42.0,29.0,50.0,39.0,38.0,30.0,48.0,39.0,33.0,31.0,45.0,45.0,39.0,42.0,39.0,23.0,37.0,37.0,34.0,36.0
275,50.0,50.0,49.0,49.0,45.0,39.0,42.0,40.0,28.0,50.0,50.0,44.0,43.0,33.0,27.0,50.0,48.0,46.0,42.0,28.0,49.0,40.0,35.0,31.0,47.0,44.0,29.0,32.0,45.0,35.0,44.0,35.0,42.0,30.0,42.0,37.0,35.0,37.0
276,50.0,50.0,50.0,48.0,47.0,38.0,40.0,39.0,29.0,50.0,50.0,49.0,40.0,39.0,34.0,50.0,49.0,45.0,34.0,29.0,49.0,44.0,38.0,26.0,49.0,43.0,27.0,27.0,41.0,36.0,41.0,37.0,46.0,33.0,43.0,41.0,32.0,32.0
277,50.0,50.0,49.0,47.0,44.0,36.0,38.0,39.0,22.0,50.0,50.0,48.0,44.0,40.0,34.0,50.0,48.0,43.0,30.0,32.0,49.0,43.0,39.0,29.0,47.0,44.0,37.0,32.0,47.0,41.0,41.0,33.0,38.0,27.0,39.0,33.0,31.0,42.0
278,50.0,50.0,50.0,47.0,46.0,42.0,38.0,31.0,29.0,50.0,50.0,43.0,40.0,38.0,28.0,50.0,47.0,43.0,41.0,28.0,50.0,47.0,37.0,33.0,48.0,40.0,34.0,31.0,44.0,39.0,39.0,35.0,39.0,32.0,41.0,42.0,30.0,33.0
279,50.0,50.0,49.0,48.0,46.0,42.0,35.0,36.0,23.0,50.0,50.0,45.0,41.0,41.0,35.0,50.0,47.0,39.0,37.0,33.0,48.0,42.0,42.0,36.0,45.0,40.0,32.0,34.0,49.0,38.0,42.0,36.0,44.0,33.0,32.0,36.0,26.0,37.0
280,50.0,50.0,49.0,49.0,48.0,43.0,42.0,40.0,27.0,50.0,50.0,42.0,42.0,39.0,31.0,50.0,49.0,43.0,37.0,26.0,49.0,44.0,39.0,35.0,48.0,39.0,38.0,32.0,46.0,36.0,38.0,39.0,42.0,36.0,37.0,37.0,36.0,33.0
281,50.0,50.0,48.0,50.0,45.0,41.0,40.0,35.0,29.0,50.0,50.0,44.0,45.0,40.0,39.0,50.0,48.0,40.0,36.0,32.0,50.0,43.0,42.0,31.0,47.0,42.0,37.0,34.0,39.0,36.0,37.0,32.0,41.0,35.0,40.0,37.0,32.0,34.0
282,50.0,50.0,50.0,49.0,41.0,41.0,44.0,38.0,32.0,50.0,50.0,42.0,44.0,39.0,34.0,50.0,47.0,43.0,28.0,27.0,48.0,43.0,42.0,33.0,48.0,41.0,32.0,38.0,42.0,42.0,41.0,38.0,35.0,36.0,40.0,36.0,34.0,24.0
283,50.0,50.0,49.0,48.0,46.0,40.0,35.0,31.0,36.0,50.0,50.0,49.0,43.0,40.0,35.0,50.0,46.0,50.0,38.0,25.0,47.0,41.0,38.0,26.0,48.0,38.0,32.0,27.0,42.0,40.0,41.0,36.0,36.0,25.0,39.0,34.0,36.0,33.0
284,50.0,50.0,49.0,47.0,45.0,39.0,42.0,37.0,26.0,50.0,50.0,46.0,42.0,37.0,31.0,50.0,49.0,40.0,35.0,31.0,49.0,44.0,40.0,32.0,48.0,44.0,36.0,31.0,43.0,40.0,43.0,35.0,43.0,27.0,44.0,37.0,32.0,36.0
285,50.0,50.0,48.0,48.0,49.0,36.0,43.0,39.0,32.0,50.0,50.0,48.0,42.0,41.0,38.0,50.0,48.0,35.0,35.0,34.0,49.0,45.0,38.0,33.0,47.0,43.0,33.0,35.0,45.0,38.0,35.0,35.0,43.0,27.0,35.0,33.0,34.0,34.0
286,50.0,50.0,49.0,47.0,46.0,43.0,34.0,31.0,34.0,50.0,50.0,46.0,43.0,37.0,32.0,50.0,47.0,41.0,36.0,31.0,49.0,45.0,36.0,31.0,47.0,41.0,33.0,37.0,46.0,40.0,38.0,38.0,41.0,32.0,36.0,36.0,43.0,31.0
287,50.0,50.0,49.0,48.0,45.0,40.0,40.0,39.0,32.0,50.0,50.0,45.0,44.0,35.0,41.0,50.0,48.0,41.0,41.0,27.0,47.0,40.0,40.0,32.0,48.0,41.0,31.0,31.0,46.0,40.0,36.0,34.0,40.0,37.0,39.0,34.0,35.0,33.0
288,50.0,50.0,49.0,48.0,43.0,39.0,44.0,33.0,31.0,50.0,50.0,47.0,41.0,41.0,26.0,50.0,47.0,45.0,38.0,28.0,49.0,45.0,39.0,35.0,46.0,38.0,35.0,33.0,47.0,40.0,39.0,41.0,39.0,30.0,38.0,35.0,37.0,33.0
289,50.0,50.0,50.0,45.0,45.0,38.0,38.0,38.0,29.0,50.0,50.0,47.0,42.0,33.0,36.0,50.0,48.0,44.0,39.0,31.0,49.0,41.0,41.0,32.0,46.0,43.0,40.0,34.0,45.0,36.0,44.0,35.0,40.0,32.0,43.0,39.0,43.0,35.0
290,50.0,50.0,49.0,47.0,49.0,41.0,43.0,32.0,30.0,50.0,50.0,45.0,46.0,40.0,31.0,50.0,48.0,40.0,37.0,26.0,48.0,44.0,37.0,29.0,48.0,42.0,34.0,30.0,43.0,41.0,45.0,31.0,39.0,28.0,40.0,41.0,35.0,32.0
291,50.0,50.0,50.0,47.0,48.0,36.0,40.0,31.0,23.0,50.0,50.0,49.0,45.0,37.0,38.0,50.0,49.0,35.0,37.0,23.0,49.0,45.0,36.0,26.0,48.0,39.0,31.0,31.0,44.0,42.0,42.0,42.0,40.0,28.0,42.0,36.0,34.0,31.0
292,50.0,50.0,48.0,49.0,46.0,40.0,39.0,33.0,32.0,50.0,50.0,47.0,44.0,41.0,36.0,50.0,47.0,44.0,37.0,27.0,49.0,47.0,34.0,31.0,46.0,39.0,36.0,29.0,42.0,40.0,40.0,38.0,39.0,31.0,36.0,35.0,36.0,33.0
293,50.0,50.0,50.0,50.0,46.0,38.0,41.0,34.0,33.0,50.0,50.0,45.0,42.0,33.0,32.0,50.0,48.0,34.0,39.0,22.0,47.0,48.0,36.0,27.0,48.0,40.0,32.0,31.0,43.0,42.0,42.0,41.0,43.0,34.0,40.0,36.0,34.0,35.0
294,50.0,50.0,49.0,50.0,42.0,40.0,46.0,33.0,25.0,50.0,50.0,46.0,41.0,39.0,33.0,50.0,49.0,44.0,39.0,26.0,50.0,41.0,38.0,31.0,47.0,41.0,35.0,32.0,46.0,39.0,38.0,41.0,37.0,31.0,38.0,34.0,40.0,25.0
295,50.0,50.0,49.0,49.0,45.0,38.0,39.0,39.0,31.0,50.0,50.0,46.0,44.0,33.0,25.0,50.0,50.0,49.0,33.0,28.0,50.0,44.0,36.0,34.0,43.0,41.0,36.0,24.0,47.0,35.0,43.0,37.0,39.0,32.0,41.0,39.0,34.0,36.0
296,50.0,50.0,50.0,47.0,47.0,40.0,45.0,38.0,27.0,50.0,50.0,49.0,43.0,39.0,38.0,50.0,46.0,42.0,40.0,29.0,47.0,45.0,35.0,34.0,47.0,40.0,30.0,37.0,43.0,41.0,44.0,36.0,43.0,29.0,39.0,36.0,39.0,29.0
297,50.0,50.0,49.0,48.0,47.0,36.0,42.0,33.0,35.0,50.0,50.0,47.0,44.0,39.0,33.0,50.0,46.0,46.0,35.0,25.0,50.0,42.0,39.0,30.0,44.0,38.0,33.0,33.0,46.0,42.0,38.0,35.0,42.0,33.0,43.0,40.0,36.0,31.0
298,50.0,50.0,50.0,49.0,46.0,35.0,39.0,42.0,30.0,50.0,50.0,46.0,45.0,39.0,32.0,50.0,46.0,43.0,35.0,31.0,49.0,47.0,35.0,32.0,47.0,38.0,38.0,28.0,41.0,40.0,43.0,35.0,45.0,27.0,38.0,35.0,31.0,37.0
299,50.0,50.0,48.0,49.0,48.0,44.0,37.0,39.0,28.0,50.0,50.0,48.0,44.0,41.0,30.0,50.0,49.0,44.0,30.0,35.0,48.0,41.0,38.0,35.0,46.0,38.0,27.0,29.0,45.0,43.0,41.0,40.0,36.0,31.0,40.0,41.0,36.0,36.0
300,50.0,50.0,50.0,49.0,46.0,39.0,44.0,38.0,22.0,50.0,50.0,47.0,44.0,40.0,40.0,50.0,49.0,43.0,42.0,29.0,49.0,45.0,42.0,32.0,46.0,42.0,37.0,34.0,43.0,36.0,40.0,35.0,37.0,29.0,37.0,38.0,38.0,32.0
301,50.0,50.0,49.0,50.0,46.0,40.0,38.0,27.0,31.0,50.0,50.0,46.0,48.0,44.0,33.0,50.0,48.0,46.0,39.0,31.0,50.0,45.0,35.0,36.0,48.0,39.0,35.0,33.0,46.0,36.0,39.0,34.0,39.0,33.0,41.0,35.0,34.0,33.0
302,50.0,50.0,50.0,48.0,46.0,43.0,40.0,41.0,25.0,50.0,50.0,48.0,41.0,37.0,30.0,50.0,49.0,42.0,36.0,26.0,48.0,41.0,37.0,33.0,47.0,40.0,34.0,27.0,49.0,41.0,44.0,40.0,43.0,36.0,36.0,33.0,38.0,39.0
303,50.0,50.0,50.0,48.0,45.0,34.0,43.0,39.0,34.0,50.0,50.0,42.0,44.0,36.0,32.0,50.0,45.0,43.0,36.0,27.0,49.0,42.0,41.0,30.0,48.0,43.0,38.0,30.0,45.0,37.0,44.0,34.0,41.0,32.0,37.0,35.0,34.0,36.0
304,50.0,50.0,49.0,47.0,45.0,43.0,39.0,38.0,27.0,50.0,50.0,46.0,41.0,38.0,32.0,50.0,49.0,45.0,33.0,33.0,48.0,45.0,38.0,30.0,46.0,42.0,34.0,31.0,43.0,40.0,43.0,40.0,40.0,29.0,38.0,39.0,39.0,37.0
305,50.0,50.0,50.0,50.0,48.0,40.0,39.0,37.0,27.0,50.0,50.0,47.0,40.0,38.0,35.0,50.0,48.0,43.0,36.0,32.0,49.0,45.0,39.0,33.0,50.0,39.0,36.0,31.0,45.0,40.0,43.0,35.0,43.0,31.0,39.0,37.0,35.0,36.0
306,50.0,50.0,49.0,46.0,46.0,37.0,40.0,36.0,34.0,50.0,50.0,48.0,44.0,34.0,30.0,50.0,47.0,43.0,41.0,25.0,48.0,47.0,41.0,30.0,46.0,35.0,35.0,32.0,47.0,39.0,42.0,39.0,39.0,28.0,40.0,39.0,35.0,28.0
307,50.0,50.0,46.0,47.0,49.0,34.0,37.0,39.0,33.0,50.0,50.0,45.0,43.0,39.0,36.0,50.0,46.0,48.0,39.0,25.0,49.0,45.0,41.0,37.0,45.0,44.0,38.0,36.0,42.0,40.0,41.0,41.0,42.0,33.0,43.0,44.0,34.0,33.0
308,50.0,50.0,49.0,49.0,47.0,44.0,38.0,40.0,32.0,50.0,50.0,45.0,40.0,41.0,32.0,50.0,46.0,43.0,33.0,29.0,50.0,39.0,35.0,37.0,45.0,41.0,35.0,25.0,44.0,35.0,48.0,39.0,40.0,28.0,43.0,38.0,33.0,31.0
309,50.0,50.0,47.0,47.0,47.0,37.0,40.0,33.0,24.0,50.0,50.0,49.0,41.0,37.0,36.0,50.0,48.0,39.0,39.0,27.0,50.0,46.0,35.0,31.0,46.0,42.0,37.0,24.0,48.0,37.0,39.0,43.0,42.0,30.0,39.0,36.0,35.0,30.0
310,50.0,50.0,50.0,50.0,46.0,41.0,41.0,38.0,31.0,50.0,50.0,45.0,41.0,42.0,35.0,50.0,48.0,40.0,35.0,29.0,50.0,42.0,40.0,35.0,48.0,37.0,38.0,31.0,43.0,39.0,38.0,43.0,45.0,32.0,38.0,39.0,37.0,33.0
311,50.0,50.0,49.0,49.0,43.0,39.0,41.0,36.0,29.0,50.0,50.0,47.0,39.0,35.0,35.0,50.0,47.0,43.0,34.0,28.0,49.0,44.0,39.0,35.0,47.0,39.0,37.0,28.0,46.0,38.0,40.0,37.0,40.0,28.0,42.0,35.0,32.0,37.0
312,50.0,50.0,48.0,46.0,48.0,41.0,41.0,35.0,30.0,50.0,50.0,44.0,45.0,37.0,35.0,50.0,49.0,46.0,36.0,36.0,50.0,43.0,39.0,30.0,47.0,43.0,36.0,31.0,48.0,43.0,41.0,40.0,34.0,35.0,34.0,33.0,36.0,35.0
313,50.0,50.0,50.0,49.0,46.0,37.0,41.0,36.0,31.0,50.0,50.0,46.0,41.0,39.0,30.0,50.0,48.0,46.0,33.0,26.0,49.0,45.0,40.0,30.0,46.0,44.0,27.0,33.0,45.0,40.0,43.0,43.0,36.0,31.0,40.0,37.0,39.0,35.0
314,50.0,50.0,50.0,48.0,46.0,42.0,45.0,38.0,34.0,50.0,50.0,48.0,46.0,36.0,31.0,50.0,48.0,44.0,41.0,24.0,49.0,44.0,38.0,36.0,47.0,41.0,26.0,32.0,44.0,37.0,43.0,33.0,41.0,32.0,37.0,39.0,41.0,30.0
315,50.0,50.0,49.0,46.0,45.0,35.0,42.0,34.0,28.0,50.0,50.0,48.0,38.0,35.0,40.0,50.0,47.0,43.0,36.0,28.0,50.0,42.0,39.0,29.0,47.0,42.0,33.0,33.0,44.0,39.0,42.0,44.0,38.0,34.0,39.0,37.0,37.0,36.0
316,50.0,50.0,48.0,47.0,47.0,41.0,39.0,33.0,32.0,50.0,50.0,44.0,41.0,36.0,36.0,50.0,47.0,43.0,36.0,30.0,49.0,44.0,41.0,34.0,48.0,39.0,32.0,29.0,46.0,37.0,40.0,37.0,40.0,31.0,37.0,33.0,36.0,32.0
317,50.0,50.0,49.0,48.0,47.0,41.0,43.0,38.0,29.0,50.0,50.0,46.0,40.0,40.0,33.0,50.0,50.0,44.0,37.0,23.0,48.0,42.0,35.0,29.0,47.0,42.0,31.0,29.0,44.0,34.0,40.0,36.0,39.0,35.0,46.0,36.0,35.0,25.0
318,50.0,50.0,48.0,46.0,45.0,35.0,42.0,29.0,38.0,50.0,50.0,44.0,44.0,40.0,35.0,50.0,45.0,44.0,35.0,30.0,47.0,43.0,42.0,34.0,46.0,44.0,37.0,30.0,46.0,35.0,44.0,37.0,42.0,35.0,33.0,41.0,37.0,31.0
319,50.0,50.0,48.0,48.0,47.0,43.0,43.0,35.0,30.0,50.0,50.0,45.0,49.0,40.0,34.0,50.0,46.0,44.0,40.0,19.0,50.0,42.0,37.0,31.0,46.0,39.0,35.0,30.0,43.0,37.0,40.0,37.0,42.0,32.0,44.0,37.0,32.0,34.0
320,50.0,50.0,50.0,48.0,43.0,37.0,42.0,32.0,31.0,50.0,50.0,42.0,43.0,37.0,32.0,50.0,48.0,39.0,41.0,36.0,50.0,45.0,39.0,36.0,46.0,41.0,36.0,29.0,44.0,39.0,41.0,34.0,42.0,31.0,41.0,32.0,40.0,37.0
321,50.0,50.0,50.0,49.0,47.0,40.0,36.0,41.0,28.0,50.0,50.0,48.0,41.0,37.0,29.0,50.0,49.0,40.0,39.0,29.0,48.0,41.0,36.0,32.0,44.0,44.0,35.0,35.0,43.0,41.0,42.0,39.0,42.0,37.0,43.0,36.0,38.0,33.0
322,50.0,50.0,50.0,49.0,48.0,42.0,44.0,41.0,33.0,50.0,50.0,45.0,38.0,38.0,34.0,50.0,49.0,44.0,35.0,34.0,50.0,44.0,44.0,29.0,47.0,40.0,32.0,29.0,47.0,42.0,37.0,41.0,45.0,32.0,38.0,33.0,33.0,39.0
323,50.0,50.0,50.0,46.0,47.0,37.0,30.0,37.0,29.0,50.0,50.0,47.0,42.0,35.0,35.0,50.0,47.0,42.0,32.0,34.0,50.0,48.0,41.0,28.0,49.0,35.0,34.0,36.0,44.0,39.0,40.0,39.0,30.0,27.0,40.0,34.0,38.0,36.0
324,50.0,50.0,50.0,48.0,43.0,39.0,36.0,35.0,30.0,50.0,50.0,48.0,44.0,36.0,30.0,50.0,46.0,44.0,32.0,38.0,47.0,49.0,40.0,34.0,47.0,40.0,39.0,36.0,43.0,36.0,45.0,38.0,37.0,36.0,38.0,36.0,33.0,36.0
325,50.0,50.0,49.0,48.0,48.0,43.0,44.0,36.0,29.0,50.0,50.0,45.0,40.0,35.0,31.0,50.0,50.0,43.0,36.0,26.0,50.0,40.0,35.0,30.0,45.0,41.0,41.0,28.0,49.0,38.0,39.0,37.0,38.0,31.0,44.0,36.0,28.0,33.0
326,50.0,50.0,48.0,49.0,45.0,45.0,47.0,39.0,26.0,50.0,50.0,48.0,46.0,39.0,32.0,50.0,49.0,43.0,37.0,30.0,49.0,47.0,40.0,28.0,44.0,35.0,38.0,26.0,48.0,40.0,43.0,38.0,38.0,31.0,42.0,33.0,36.0,32.0
327,50.0,50.0,50.0,49.0,48.0,47.0,40.0,32.0,35.0,50.0,50.0,48.0,47.0,36.0,33.0,50.0,49.0,38.0,39.0,31.0,48.0,43.0,38.0,30.0,46.0,46.0,31.0,34.0,45.0,38.0,46.0,36.0,38.0,34.0,34.0,30.0,32.0,36.0
328,50.0,50.0,50.0,47.0,43.0,38.0,36.0,30.0,33.0,50.0,50.0,49.0,44.0,39.0,35.0,50.0,49.0,48.0,37.0,27.0,49.0,43.0,38.0,24.0,50.0,46.0,35.0,33.0,48.0,41.0,41.0,36.0,35.0,30.0,38.0,37.0,35.0,31.0
329,50.0,50.0,49.0,50.0,44.0,41.0,39.0,36.0,20.0,50.0,50.0,46.0,41.0,41.0,31.0,50.0,48.0,43.0,35.0,29.0,50.0,41.0,40.0,30.0,49.0,42.0,30.0,38.0,44.0,41.0,44.0,39.0,40.0,32.0,37.0,31.0,36.0,34.0
330,50.0,50.0,49.0,47.0,46.0,45.0,40.0,39.0,31.0,50.0,50.0,47.0,37.0,38.0,33.0,50.0,48.0,44.0,37.0,31.0,50.0,42.0,38.0,31.0,47.0,43.0,33.0,24.0,44.0,35.0,46.0,41.0,40.0,31.0,37.0,37.0,32.0,45.0
331,50.0,50.0,47.0,48.0,47.0,44.0,38.0,43.0,35.0,50.0,50.0,48.0,47.0,37.0,30.0,50.0,48.0,42.0,35.0,31.0,50.0,40.0,34.0,27.0,49.0,43.0,32.0,29.0,43.0,39.0,40.0,39.0,42.0,33.0,37.0,37.0,36.0,37.0
332,50.0,50.0,48.0,48.0,47.0,39.0,41.0,45.0,31.0,50.0,50.0,46.0,43.0,39.0,34.0,50.0,48.0,40.0,37.0,34.0,50.0,45.0,40.0,35.0,49.0,42.0,36.0,33.0,46.0,42.0,40.0,36.0,42.0,30.0,40.0,35.0,32.0,34.0
333,50.0,50.0,49.0,48.0,44.0,43.0,38.0,36.0,27.0,50.0,50.0,47.0,46.0,38.0,32.0,50.0,46.0,44.0,32.0,34.0,50.0,43.0,40.0,32.0,48.0,39.0,28.0,36.0,48.0,39.0,44.0,38.0,46.0,36.0,35.0,35.0,40.0,29.0
334,50.0,50.0,50.0,47.0,47.0,41.0,38.0,34.0,21.0,50.0,50.0,49.0,45.0,38.0,32.0,50.0,47.0,48.0,40.0,25.0,49.0,48.0,36.0,27.0,49.0,43.0,34.0,31.0,43.0,41.0,42.0,46.0,33.0,29.0,37.0,37.0,35.0,33.0
335,50.0,50.0,50.0,47.0,46.0,41.0,45.0,37.0,31.0,50.0,50.0,44.0,43.0,36.0,36.0,50.0,47.0,41.0,36.0,30.0,48.0,40.0,38.0,28.0,46.0,39.0,30.0,34.0,43.0,38.0,43.0,34.0,38.0,35.0,37.0,37.0,32.0,30.0
336,50.0,50.0,49.0,49.0,44.0,38.0,36.0,32.0,33.0,50.0,50.0,48.0,45.0,35.0,32.0,50.0,48.0,45.0,36.0,30.0,49.0,46.0,38.0,31.0,47.0,43.0,33.0,32.0,43.0,44.0,43.0,41.0,44.0,37.0,40.0,34.0,39.0,33.0
337,50.0,50.0,50.0,45.0,46.0,39.0,38.0,36.0,32.0,50.0,50.0,45.0,42.0,39.0,28.0,50.0,49.0,42.0,34.0,22.0,50.0,44.0,34.0,32.0,44.0,38.0,32.0,27.0,44.0,43.0,43.0,40.0,40.0,31.0,38.0,36.0,32.0,35.0
338,50.0,50.0,50.0,48.0,45.0,36.0,41.0,36.0,35.0,50.0,50.0,43.0,40.0,38.0,33.0,50.0,50.0,41.0,35.0,28.0,47.0,46.0,37.0,30.0,48.0,39.0,40.0,32.0,44.0,40.0,41.0,36.0,40.0,34.0,36.0,31.0,30.0,35.0
339,50.0,50.0,50.0,47.0,44.0,35.0,43.0,38.0,40.0,50.0,50.0,47.0,44.0,38.0,37.0,50.0,48.0,41.0,42.0,29.0,50.0,45.0,37.0,29.0,49.0,42.0,33.0,35.0,48.0,43.0,41.0,38.0,36.0,32.0,38.0,36.0,30.0,35.0
340,50.0,50.0,50.0,49.0,46.0,44.0,43.0,34.0,32.0,50.0,50.0,48.0,43.0,32.0,35.0,50.0,50.0,40.0,36.0,31.0,47.0,40.0,41.0,32.0,48.0,44.0,37.0,32.0,42.0,40.0,42.0,42.0,39.0,36.0,35.0,34.0,41.0,37.0
341,50.0,50.0,49.0,49.0,48.0,39.0,38.0,33.0,32.0,50.0,50.0,49.0,45.0,33.0,33.0,50.0,48.0,45.0,43.0,31.0,48.0,44.0,36.0,28.0,47.0,37.0,32.0,30.0,43.0,35.0,41.0,35.0,42.0,30.0,38.0,31.0,39.0,38.0
