126.97,118.21,120.77,131.64,141.09
124.31,120.22,129.32,137.07,143.86
126.68,122.45,120.61,129.91,144.30
122.66,122.68,123.65,129.97,141.72
127.23,119.40,127.34,131.08,142.61
